name,taxid,reads,relative,contributors,coverage,rank,id,agora_id
Brachyspira murdochii,84378,102,0.00020297941947886,1,0.00220248,species,ERR321441,
Adlercreutzia equolifaciens,446660,41,8.15897666532674e-05,1,0.00100261,species,ERR321441,Adlercreutzia_equolifaciens_DSM_19450
Sneathia sp. Sn35,1069640,21,4.17898804809418e-05,1,0.00110508,species,ERR321441,
Mageeibacillus indolicus,884684,84,0.000167159521923767,1,0.00324907,species,ERR321441,
Bifidobacterium longum,216816,937,0.00186462466717345,4,0.026271,species,ERR321441,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
Megasphaera elsdenii,907,42,8.35797609618837e-05,1,0.00118801,species,ERR321441,Megasphaera_elsdenii_DSM_20460
[Clostridium] saccharolyticum,84030,2082,0.00414316815053909,2,0.0345657,species,ERR321441,
Clostridium baratii,1561,107,0.000212929391021942,1,0.00224343,species,ERR321441,
Ruminococcus champanellensis,1161942,10280,0.0204571414925753,1,0.279651,species,ERR321441,Ruminococcus_champanellensis_18P13
Acidaminococcus intestini,187327,320,0.000636798178757209,1,0.00900407,species,ERR321441,Acidaminococcus_intestini_RyC_MR95
butyrate-producing bacterium SM4/1,245012,320,0.000636798178757209,1,0.00720522,species,ERR321441,
Prevotella ruminicola,839,354,0.000704457985250162,1,0.00684614,species,ERR321441,Prevotella_ruminicola_23
Gordonibacter pamelaeae,471189,97,0.000193029447935779,1,0.00188192,species,ERR321441,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378
Prevotella intermedia,28131,137,0.00027262922028043,1,0.00355258,species,ERR321441,Prevotella_intermedia_17|Prevotella_intermedia_ATCC_25611
[Ruminococcus] torques,33039,4000,0.00795997723446511,1,0.0837902,species,ERR321441,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
Mycoplasma pulmonis,2107,22,4.37798747895581e-05,1,0.00159771,species,ERR321441,
Bifidobacterium angulatum,1683,37,7.36297894188023e-05,1,0.00128093,species,ERR321441,Bifidobacterium_angulatum_DSM_20098
Clostridium bornimense,1216932,78,0.00015521955607207,1,0.00150952,species,ERR321441,
[Clostridium] cellulosi,29343,103,0.000204969413787477,1,0.0032338,species,ERR321441,
Akkermansia muciniphila,239935,45,8.95497438877325e-05,1,0.00118239,species,ERR321441,Akkermansia_muciniphila_ATCC_BAA_835
[Eubacterium] eligens,39485,12205,0.0242878805366617,1,0.30174,species,ERR321441,Eubacterium_eligens_ATCC_27750
Bacteroides dorei,357276,2742,0.00545656439422583,1,0.0335027,species,ERR321441,Bacteroides_dorei_DSM_17855
Faecalitalea cylindroides,39483,825,0.00164174530460843,1,0.0293632,species,ERR321441,Eubacterium_cylindroides_T2_87
Lachnoclostridium phytofermentans,66219,158,0.000314419100761372,1,0.00228154,species,ERR321441,
Campylobacter hominis,76517,286,0.000569138372264255,1,0.0116737,species,ERR321441,Campylobacter_hominis_ATCC_BAA_381
Clostridium novyi,1542,55,0.000109449686973895,1,0.00151116,species,ERR321441,
[Clostridium] cellulolyticum,1521,134,0.000266659237354581,1,0.00230539,species,ERR321441,
Methanobrevibacter smithii,2173,38738,0.0770883995271773,1,1.46326,species,ERR321441,Methanobrevibacter_smithii_ATCC_35061
Streptococcus suis,1307,86,0.000171139510541,1,0.00295383,species,ERR321441,
Bacteroides vulgatus,821,3080,0.00612918247053813,1,0.0417571,species,ERR321441,Bacteroides_vulgatus_ATCC_8482
Parabacteroides distasonis,823,13144,0.0261564851924524,1,0.19123,species,ERR321441,Parabacteroides_distasonis_ATCC_8503
Eggerthella lenta,84112,60,0.000119399658516977,1,0.0011563,species,ERR321441,Eggerthella_lenta_DSM_2243
Clostridium cellulovorans,1493,47,9.3529732504965e-05,1,0.000625211,species,ERR321441,
Atopobium parvulum,1382,21,4.17898804809418e-05,1,0.000952193,species,ERR321441,Atopobium_parvulum_DSM_20469
Alistipes finegoldii,214856,908,0.00180691483222358,1,0.0170209,species,ERR321441,Alistipes_finegoldii_DSM_17242
Desulfovibrio desulfuricans,876,107,0.000212929391021942,1,0.00260663,species,ERR321441,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642
Brachyspira hyodysenteriae,159,94,0.00018705946500993,1,0.00216686,species,ERR321441,
Filifactor alocis,143361,36,7.1639795110186e-05,1,0.00130502,species,ERR321441,Filifactor_alocis_ATCC_35896
Bifidobacterium pseudocatenulatum,28026,108,0.000214919385330558,1,0.00326742,species,ERR321441,Bifidobacterium_pseudocatenulatum_DSM_20438
Odoribacter splanchnicus,28118,4960,0.00987037177073674,1,0.0790476,species,ERR321441,Odoribacter_splanchnicus_1651_6_DSM_20712
Prevotella sp. oral taxon 299,652716,100,0.000198999430861628,1,0.00282226,species,ERR321441,
Roseburia hominis,301301,4009,0.00797788718324266,1,0.0781237,species,ERR321441,Roseburia_hominis_A2_183
Gottschalkia acidurici,1556,61,0.000121389652825593,1,0.00137376,species,ERR321441,
Acholeplasma brassicae,61635,40,7.95997723446511e-05,1,0.00149111,species,ERR321441,
Fretibacterium fastidiosum,651822,28,5.57198406412558e-05,1,0.000718387,species,ERR321441,
Olsenella uli,133926,96,0.000191039453627163,1,0.00327502,species,ERR321441,Olsenella_uli_DSM_7084
Eubacterium rectale,39491,55072,0.109592966564116,3,1.10217,species,ERR321441,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
[Eubacterium] cellulosolvens,29322,98,0.000195019442244395,1,0.00202679,species,ERR321441,Eubacterium_cellulosolvens_6
Bacteroides xylanisolvens,371601,2860,0.00569138372264255,1,0.0334999,species,ERR321441,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Anaerostipes hadrus,649756,758,0.00150841568593114,1,0.0170349,species,ERR321441,Anaerostipes_hadrus_DSM_3319
Methanosphaera stadtmanae,2317,715,0.00142284593066064,1,0.0283184,species,ERR321441,Methanosphaera_stadtmanae_DSM_3091
Bacteroides coprosuis,151276,115,0.000228849345490872,1,0.00269069,species,ERR321441,
Ethanoligenens harbinense,253239,122,0.000242779305651186,1,0.00283855,species,ERR321441,
[Eubacterium] sulci,143393,133,0.000264669243045965,1,0.00535248,species,ERR321441,Eubacterium_sulci_ATCC_35585
Ruminococcus bromii,40518,58998,0.117405684219743,1,1.83624,species,ERR321441,Ruminococcus_bromii_L2_63
Ruminococcus sp. SR1/5,657323,7422,0.01476973775855,1,0.146531,species,ERR321441,Ruminococcus_sp_SR1_5
Megamonas hypermegale,158847,30,5.96998292584883e-05,1,0.000950253,species,ERR321441,Megamonas_hypermegale_ART12_1
Butyrivibrio fibrisolvens,831,179,0.000356208981242314,1,0.0039597,species,ERR321441,Butyrivibrio_fibrisolvens_16_4
Bacteroides salanitronis,376805,3514,0.0069928400004776,1,0.0570892,species,ERR321441,
Spiroplasma litorale,216942,30,5.96998292584883e-05,1,0.00171356,species,ERR321441,
Oscillibacter valericigenes,351091,1515,0.00301484137755366,1,0.0237215,species,ERR321441,
Bacteroides helcogenes,290053,625,0.00124374644288517,1,0.0109405,species,ERR321441,
Ruminococcus albus,1264,118,0.000234819328416721,1,0.00184287,species,ERR321441,Ruminococcus_albus_7
Coriobacterium glomerans,33871,28,5.57198406412558e-05,1,0.000926416,species,ERR321441,
Olsenella sp. oral taxon 807,712411,31,6.16898235671046e-05,1,0.000672808,species,ERR321441,
Finegoldia magna,1260,59,0.00011740966420836,1,0.00215519,species,ERR321441,Finegoldia_magna_ATCC_29328
Alistipes shahii,328814,4164,0.00828633630107818,1,0.077453,species,ERR321441,Alistipes_shahii_WAL_8301
Acholeplasma palmae,38986,50,9.94997154308139e-05,1,0.00225192,species,ERR321441,
,0,110243,0.219382942564784,0,0,species,ERR321441,
Eubacterium limosum,1736,101,0.000110794694140826,1,0.00163782,species,ERR321453,Eubacterium_limosum_KIST612
[Eubacterium] sulci,143393,51,5.59458356552683e-05,1,0.00205246,species,ERR321453,Eubacterium_sulci_ATCC_35585
Barnesiella viscericola,397865,987,0.0010827164665049,1,0.0224547,species,ERR321453,
Prevotella denticola,28129,54,5.92367671644018e-05,1,0.00128677,species,ERR321453,Prevotella_denticola_DSM20614|Prevotella_denticola_F0289
Coprococcus sp. ART55/1,751585,19185,0.0210455070009083,1,0.430018,species,ERR321453,
Coprococcus catus,116085,4411,0.00483876629559586,1,0.0876514,species,ERR321453,Coprococcus_catus_GD_7
Alistipes shahii,328814,7911,0.00867818638958486,1,0.147149,species,ERR321453,Alistipes_shahii_WAL_8301
Odoribacter splanchnicus,28118,25347,0.0278050803206684,1,0.403956,species,ERR321453,Odoribacter_splanchnicus_1651_6_DSM_20712
Ruminococcus albus,1264,179,0.000196358913378295,1,0.00279554,species,ERR321453,Ruminococcus_albus_7
Bacteroides helcogenes,290053,3043,0.00333810152743101,1,0.0532671,species,ERR321453,
Oscillibacter valericigenes,351091,457,0.000501318566557993,1,0.00715558,species,ERR321453,
Alistipes finegoldii,214856,4908,0.0053839639489423,1,0.0920027,species,ERR321453,Alistipes_finegoldii_DSM_17242
Bacteroides salanitronis,376805,111265,0.12205516478791,1,1.80763,species,ERR321453,
Butyrivibrio fibrisolvens,831,85,9.32430594254472e-05,1,0.00188031,species,ERR321453,Butyrivibrio_fibrisolvens_16_4
Ruminococcus sp. SR1/5,657323,14161,0.0155342937002795,1,0.279577,species,ERR321453,Ruminococcus_sp_SR1_5
Ruminococcus bromii,40518,4647,0.00509765290764769,1,0.144632,species,ERR321453,Ruminococcus_bromii_L2_63
Ornithobacterium rhinotracheale,28251,63,6.91095616918021e-05,1,0.00183913,species,ERR321453,
Clostridium sp. SY8519,1042156,104,0.000114085625649959,1,0.00256723,species,ERR321453,Clostridium_sp_SY8519
Streptococcus parasanguinis,1318,190,0.000208425662245117,1,0.00617556,species,ERR321453,Streptococcus_parasanguinis_ATCC_903
Bifidobacterium adolescentis,1680,3179,0.00348729042251173,2,0.103674,species,ERR321453,Bifidobacterium_adolescentis_ATCC_15703
Streptococcus sp. HSISS3,1316412,109,0.000119570511498515,1,0.00317936,species,ERR321453,
Bacteroides xylanisolvens,371601,29662,0.032538536807972,1,0.347438,species,ERR321453,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Streptococcus sp. HSISM1,1316408,224,0.000245722886015296,1,0.00671638,species,ERR321453,
Ruminococcus bicirculans,1160721,2171,0.00238153743544289,1,0.051194,species,ERR321453,Ruminococcus_bicirculans_80_3
Lactobacillus ruminis,1623,427,0.000468409251466659,1,0.014463,species,ERR321453,Lactobacillus_ruminis_ATCC_25644
Mageeibacillus indolicus,884684,82,8.99521279163138e-05,1,0.00317172,species,ERR321453,
Akkermansia muciniphila,239935,3170,0.00347741762798433,1,0.0832926,species,ERR321453,Akkermansia_muciniphila_ATCC_BAA_835
Veillonella parvula,29466,2670,0.00292892904312875,2,0.086726,species,ERR321453,Veillonella_parvula_Te3_DSM_2008
Streptococcus salivarius,1304,2678,0.00293770486048644,3,0.0854801,species,ERR321453,Streptococcus_salivarius_JIM8777
Adlercreutzia equolifaciens,446660,145,0.000159061689608116,1,0.00354582,species,ERR321453,Adlercreutzia_equolifaciens_DSM_19450
[Eubacterium] siraeum,39492,7242,0.00794430866304811,2,0.175426,species,ERR321453,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Parabacteroides distasonis,823,70143,0.0769452696150488,1,1.0205,species,ERR321453,Parabacteroides_distasonis_ATCC_8503
Faecalibacterium prausnitzii,853,62802,0.0688923602121993,2,1.34525,species,ERR321453,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Roseburia intestinalis,166486,6064,0.00665206955712838,2,0.100709,species,ERR321453,Roseburia_intestinalis_L1_82
butyrate-producing bacterium SS3/4,245014,6593,0.00723237047990557,1,0.128161,species,ERR321453,
Streptococcus suis,1307,105,0.00011518260281967,1,0.00360642,species,ERR321453,
Rothia mucilaginosa,43675,35,3.839420093989e-05,1,0.00108187,species,ERR321453,Rothia_mucilaginosa_DY_18
Ruminococcus champanellensis,1161942,387,0.000424530164678213,1,0.0105277,species,ERR321453,Ruminococcus_champanellensis_18P13
Bifidobacterium bifidum,1681,661,0.000725101909179066,3,0.0209518,species,ERR321453,Bifidobacterium_bifidum_BGN4|Bifidobacterium_bifidum_NCIMB_41171|Bifidobacterium_bifidum_PRL2010|Bifidobacterium_bifidum_S17
Eubacterium rectale,39491,64315,0.0705520866699722,3,1.28715,species,ERR321453,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
[Clostridium] saccharolyticum,84030,1489,0.00163339900569989,2,0.0247206,species,ERR321453,
[Eubacterium] cellulosolvens,29322,114,0.00012505539734707,1,0.0023577,species,ERR321453,Eubacterium_cellulosolvens_6
Anaerostipes hadrus,649756,3029,0.00332274384705506,1,0.0680721,species,ERR321453,Anaerostipes_hadrus_DSM_3319
Bifidobacterium kashiwanohense,630129,64,7.02065388615132e-05,1,0.0019168,species,ERR321453,Bifidobacterium_kashiwanohense_DSM_21854
Peptoclostridium difficile,1496,1561,0.0017123813619191,5,0.0261197,species,ERR321453,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Bacteroides vulgatus,821,40557,0.0444901030719749,1,0.549852,species,ERR321453,Bacteroides_vulgatus_ATCC_8482
Enterococcus faecium,1352,435,0.000477185068824348,2,0.00972974,species,ERR321453,Enterococcus_faecium_TX1330
Enterococcus faecalis,1351,231,0.000253401726203274,2,0.00503539,species,ERR321453,Enterococcus_faecalis_OG1RF_ATCC_47077|Enterococcus_faecalis_TX0104|Enterococcus_faecalis_TX1322|Enterococcus_faecalis_TX2134|Enterococcus_faecalis_V583
Clostridium baratii,1561,226,0.000247916840354719,1,0.00473845,species,ERR321453,
Bacteroides coprosuis,151276,72,7.89823562192024e-05,1,0.00168461,species,ERR321453,
Blautia obeum,40520,5840,0.00640634667111308,1,0.108796,species,ERR321453,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Butyrivibrio proteoclasticus,43305,73,8.00793333889135e-05,1,0.00116007,species,ERR321453,
[Clostridium] sordellii,1505,63,6.91095616918021e-05,1,0.00123776,species,ERR321453,Clostridium_sordellii_ATCC_9714
Porphyromonadaceae bacterium ING2-E5B,1562970,133,0.000145897963571582,1,0.00331443,species,ERR321453,
Tannerella forsythia,28112,204,0.000223783342621073,1,0.00419319,species,ERR321453,Tannerella_forsythia_ATCC_43037
butyrate-producing bacterium SM4/1,245012,571,0.000626373963905063,1,0.0128568,species,ERR321453,
Campylobacter jejuni,197,202,0.000221589388281651,1,0.00864288,species,ERR321453,Campylobacter_jejuni_jejuni_ICDCCJ07004|Campylobacter_jejuni_jejuni_M1|Campylobacter_jejuni_jejuni_NCTC_11168
Bacteroidales bacterium CF,1400053,63,6.91095616918021e-05,1,0.00165961,species,ERR321453,
Bifidobacterium longum,216816,2697,0.00295854742671096,1,0.080765,species,ERR321453,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
Faecalitalea cylindroides,39483,1091,0.00119680209215486,1,0.0388306,species,ERR321453,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,14372,0.0157657558830886,1,0.175602,species,ERR321453,Bacteroides_dorei_DSM_17855
Bacteroides fragilis,817,30038,0.0329510002237833,4,0.396577,species,ERR321453,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Roseburia hominis,301301,18124,0.0198816142238448,1,0.353184,species,ERR321453,Roseburia_hominis_A2_183
Methanobrevibacter smithii,2173,1347,0.00147762824760091,1,0.0508807,species,ERR321453,Methanobrevibacter_smithii_ATCC_35061
Prevotella dentalis,52227,70,7.67884018797801e-05,1,0.00146258,species,ERR321453,
[Eubacterium] eligens,39485,35274,0.0386947726843909,1,0.872066,species,ERR321453,Eubacterium_eligens_ATCC_27750
Atopobium parvulum,1382,39,4.27821096187346e-05,1,0.00176836,species,ERR321453,Atopobium_parvulum_DSM_20469
Desulfovibrio desulfuricans,876,145,0.000159061689608116,1,0.00353236,species,ERR321453,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642
Bacteroides thetaiotaomicron,818,15532,0.0170382493999535,1,0.172758,species,ERR321453,Bacteroides_thetaiotaomicron_VPI_5482
Haemophilus parainfluenzae,729,2521,0.00276547944484179,1,0.0845618,species,ERR321453,Haemophilus_parainfluenzae_T3T1
Prevotella melaninogenica,28132,136,0.000149188895080716,1,0.00300477,species,ERR321453,Prevotella_melaninogenica_ATCC_25845
Candidatus Saccharibacteria oral taxon TM7x,1476577,17,1.86486118850894e-05,1,0.00168761,species,ERR321453,
Streptococcus pyogenes,1314,58,6.36246758432464e-05,1,0.00218238,species,ERR321453,
Olsenella uli,133926,34,3.72972237701789e-05,1,0.0011599,species,ERR321453,Olsenella_uli_DSM_7084
Bifidobacterium catenulatum,1686,123,0.000134928191874471,1,0.00414037,species,ERR321453,Bifidobacterium_catenulatum_DSM_16992
[Ruminococcus] torques,33039,9698,0.0106384845918587,1,0.203149,species,ERR321453,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
,0,265340,0.291071922211155,0,0,species,ERR321453,
Clostridium botulinum,1491,119,2.51306264621695e-05,1,0.00267111,species,ERR321480,Clostridium_botulinum_A_str_ATCC_19397|Clostridium_botulinum_A_str_ATCC_3502|Clostridium_botulinum_A_str_Hall|Clostridium_botulinum_Bf|Clostridium_botulinum_E1_str_BoNT_E_Beluga|Clostridium_botulinum_F_str_230613
Selenomonas ruminantium,971,57,1.20373588936442e-05,1,0.00112994,species,ERR321480,Selenomonas_ruminantium_AC2024
Prevotella dentalis,52227,316,6.67334282524838e-05,1,0.00679115,species,ERR321480,
Eubacterium limosum,1736,2925,0.000617706574805428,1,0.0487872,species,ERR321480,Eubacterium_limosum_KIST612
Barnesiella viscericola,397865,6407,0.00135304137599261,1,0.149927,species,ERR321480,
Candidatus Saccharibacteria oral taxon TM7x,1476577,42,8.86963286900101e-06,1,0.00428852,species,ERR321480,
Streptococcus pyogenes,1314,1604,0.000338735502901848,1,0.0620785,species,ERR321480,
Acidaminococcus fermentans,905,112,2.3652354317336e-05,1,0.00346129,species,ERR321480,Acidaminococcus_fermentans_DSM_20731
Mollicutes bacterium HR1,1541959,114,2.40747177872885e-05,1,0.0043689,species,ERR321480,
Blautia obeum,40520,34770,0.00734278892512298,1,0.666253,species,ERR321480,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Bifidobacterium breve,1685,158,3.33667141262419e-05,1,0.00487883,species,ERR321480,Bifidobacterium_breve_HPH0326|Bifidobacterium_breve_UCC2003_NCIMB8807
[Clostridium] sordellii,1505,304,6.41992474327692e-05,1,0.00614335,species,ERR321480,Clostridium_sordellii_ATCC_9714
Butyrivibrio proteoclasticus,43305,628,0.000132622129565063,1,0.0102649,species,ERR321480,
Streptococcus anginosus,1328,76,1.60498118581923e-05,1,0.00268716,species,ERR321480,Streptococcus_anginosus_1_2_62CV
Lactococcus lactis,1358,6924,0.00146222233297531,6,0.19635,species,ERR321480,
Streptococcus sp. HSISB1,1316409,23,4.85717990445294e-06,1,0.000868436,species,ERR321480,
Streptococcus sp. HSISM1,1316408,106,2.23852639074787e-05,1,0.00326909,species,ERR321480,
Akkermansia muciniphila,239935,3140,0.000663110647825314,1,0.0848616,species,ERR321480,Akkermansia_muciniphila_ATCC_BAA_835
Lachnoclostridium phytofermentans,66219,343,7.24353350968416e-05,1,0.00509449,species,ERR321480,
Spiroplasma diminutum,216936,159,3.35778958612181e-05,1,0.0121105,species,ERR321480,
Acholeplasma palmae,38986,147,3.10437150415036e-05,1,0.00680981,species,ERR321480,
Spiroplasma syrphidicola,216945,144,3.04101698365749e-05,1,0.00936294,species,ERR321480,
Spiroplasma taiwanense,2145,176,3.71679853558138e-05,1,0.0116654,species,ERR321480,
Campylobacter coli,195,1374,0.000290163703857319,1,0.0571152,species,ERR321480,Campylobacter_coli_JV20
Bifidobacterium thermophilum,33905,430,9.08081460397723e-05,1,0.01351,species,ERR321480,Bifidobacterium_thermophilum_RBL67
Prevotella fusca,589436,517,0.000109180956982703,1,0.011412,species,ERR321480,
Faecalibacterium prausnitzii,853,100409,0.0212045468272267,2,2.21227,species,ERR321480,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Spiroplasma culicicola,216935,32,6.75781551923887e-06,1,0.00196063,species,ERR321480,
Candidatus Carsonella ruddii,114186,11,2.32299908473836e-06,1,0.00495238,species,ERR321480,
Streptococcus suis,1307,218,4.60376182248148e-05,1,0.00770154,species,ERR321480,
Candidatus Methanomassiliicoccus intestinalis,1406512,33583,0.00709211620570622,1,1.25177,species,ERR321480,
Lactobacillus mucosae,97478,596,0.000125864314045824,1,0.0176257,species,ERR321480,Lactobacillus_mucosae_LM1
Streptococcus sp. HSISS3,1316412,129,2.72424438119317e-05,1,0.00387023,species,ERR321480,
Brachyspira pilosicoli,52584,115,2.42858995222647e-05,1,0.00286553,species,ERR321480,Brachyspira_pilosicoli_B2904
Tannerella forsythia,28112,2483,0.000524364247945941,1,0.0524959,species,ERR321480,Tannerella_forsythia_ATCC_43037
Ornithobacterium rhinotracheale,28251,794,0.000167678297571114,1,0.0238412,species,ERR321480,
Clostridium sp. SY8519,1042156,3082,0.000650862107196693,1,0.0782527,species,ERR321480,Clostridium_sp_SY8519
Ruminococcus bicirculans,1160721,807,0.000170423660125805,1,0.0195734,species,ERR321480,Ruminococcus_bicirculans_80_3
Clostridium cellulovorans,1493,212,4.47705278149575e-05,1,0.00290068,species,ERR321480,
Enterococcus faecium,1352,2590,0.000546960693588396,2,0.0595863,species,ERR321480,Enterococcus_faecium_TX1330
Campylobacter lari,201,29,6.12427031431022e-06,1,0.00133418,species,ERR321480,Campylobacter_lari_RM2100
Streptococcus parasanguinis,1318,132,2.78759890168603e-05,2,0.00439465,species,ERR321480,Streptococcus_parasanguinis_ATCC_903
Streptococcus salivarius,1304,1827,0.000385829029801544,3,0.0599227,species,ERR321480,Streptococcus_salivarius_JIM8777
Peptoclostridium difficile,1496,5309,0.00112116383098872,6,0.092453,species,ERR321480,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Bacteroides fragilis,817,122746,0.0259217132413904,4,1.66686,species,ERR321480,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
[Clostridium] saccharolyticum,84030,14415,0.00304418470968213,2,0.246158,species,ERR321480,
Clostridium pasteurianum,1501,186,3.92798027055759e-05,1,0.00307728,species,ERR321480,
[Eubacterium] siraeum,39492,154071,0.0325369810895204,2,3.83876,species,ERR321480,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Roseburia intestinalis,166486,736361,0.15550599354882,2,12.5786,species,ERR321480,Roseburia_intestinalis_L1_82
butyrate-producing bacterium SS3/4,245014,20031,0.00423018133330856,1,0.400507,species,ERR321480,
Paludibacter propionicigenes,185300,87,1.83728109429307e-05,1,0.00169963,species,ERR321480,
Parvimonas micra,33033,99,2.09069917626452e-05,1,0.00438105,species,ERR321480,Parvimonas_micra_ATCC_33270
Prevotella melaninogenica,28132,1050,0.000221740821725025,1,0.0238614,species,ERR321480,Prevotella_melaninogenica_ATCC_25845
Haemophilus parainfluenzae,729,766,0.00016176520899178,1,0.026428,species,ERR321480,Haemophilus_parainfluenzae_T3T1
Adlercreutzia equolifaciens,446660,365,7.70813332663183e-05,1,0.0091807,species,ERR321480,Adlercreutzia_equolifaciens_DSM_19450
Veillonella parvula,29466,450,9.50317807392966e-05,2,0.0150344,species,ERR321480,Veillonella_parvula_Te3_DSM_2008
Porphyromonadaceae bacterium ING2-E5B,1562970,213,4.49817095499337e-05,1,0.00545974,species,ERR321480,
Streptococcus thermophilus,1308,87,1.83728109429307e-05,1,0.00338866,species,ERR321480,Streptococcus_thermophilus_LMG_18311
Bifidobacterium bifidum,1681,1928,0.000407158385034142,2,0.0625534,species,ERR321480,Bifidobacterium_bifidum_BGN4|Bifidobacterium_bifidum_NCIMB_41171|Bifidobacterium_bifidum_PRL2010|Bifidobacterium_bifidum_S17
Lactobacillus ruminis,1623,156,3.29443506562895e-05,1,0.00543488,species,ERR321480,Lactobacillus_ruminis_ATCC_25644
Bacteroides coprosuis,151276,920,0.000194287196178117,1,0.0221405,species,ERR321480,
Candidatus Hepatoplasma crinochetorum,295596,42,8.86963286900101e-06,1,0.00460203,species,ERR321480,
Clostridium baratii,1561,185,3.90686209705997e-05,1,0.00398965,species,ERR321480,
Eubacterium acidaminophilum,1731,109,2.30188091124074e-05,1,0.00256886,species,ERR321480,
Mageeibacillus indolicus,884684,185,3.90686209705997e-05,1,0.00736015,species,ERR321480,
Acholeplasma oculi,35623,449,9.48205990043203e-05,1,0.020369,species,ERR321480,
Streptococcus mitis,28037,366,7.72925150012946e-05,2,0.0130038,species,ERR321480,Streptococcus_mitis_NCTC_12261
Bifidobacterium kashiwanohense,630129,63,1.33044493035015e-05,1,0.00194076,species,ERR321480,Bifidobacterium_kashiwanohense_DSM_21854
Ruminococcus champanellensis,1161942,1341,0.000283194706603104,1,0.037522,species,ERR321480,Ruminococcus_champanellensis_18P13
butyrate-producing bacterium SM4/1,245012,1760,0.000371679853558138,1,0.0407609,species,ERR321480,
Prevotella ruminicola,839,228,4.81494355745769e-05,1,0.00453536,species,ERR321480,Prevotella_ruminicola_23
Gordonibacter pamelaeae,471189,194,4.09692565853856e-05,1,0.00387137,species,ERR321480,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378
Prevotella intermedia,28131,161,3.40002593311706e-05,1,0.00429421,species,ERR321480,Prevotella_intermedia_17|Prevotella_intermedia_ATCC_25611
[Ruminococcus] torques,33039,20885,0.00441053053497824,1,0.449989,species,ERR321480,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
Clostridium bornimense,1216932,187,3.94909844405521e-05,1,0.00372238,species,ERR321480,
[Clostridium] cellulosi,29343,118,2.49194447271933e-05,1,0.00381059,species,ERR321480,
Mycoplasma canis,29555,31,6.54663378426265e-06,1,0.0023039,species,ERR321480,
Cellulosilyticum lentocellum,29360,217,4.58264364898386e-05,1,0.00331422,species,ERR321480,Cellulosilyticum_lentocellum_DSM_5427
[Eubacterium] eligens,39485,200721,0.0423886090261608,1,5.10413,species,ERR321480,Eubacterium_eligens_ATCC_27750
Geobacter sulfurreducens,35554,242,5.11059798642439e-05,1,0.00381591,species,ERR321480,
Streptococcus pasteurianus,197614,98,2.0695810027669e-05,1,0.00335988,species,ERR321480,
Bacteroides dorei,357276,143396,0.0302826160686493,1,1.80212,species,ERR321480,Bacteroides_dorei_DSM_17855
