study_accession,sample_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,fastq_ftp,fastq_galaxy,submitted_ftp,submitted_galaxy,sra_ftp,sra_galaxy,cram_index_ftp,cram_index_galaxy
PRJEB1220,SAMEA2042632,ERS199385,ERX185400,ERR210735,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210735/ERR210735.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210735/ERR210735.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-0_100515.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-0_100515.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210735,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210735,,
PRJEB1220,SAMEA2042632,ERS199385,ERX185401,ERR210736,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210736/ERR210736.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210736/ERR210736.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210736,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210736,,
PRJEB1220,SAMEA2042632,ERS199385,ERX185402,ERR210737,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210737/ERR210737.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210737/ERR210737.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-0_100529.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-0_100529.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210737,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210737,,
PRJEB1220,SAMEA2042633,ERS199386,ERX185403,ERR210738,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210738/ERR210738.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210738/ERR210738.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-4_100515.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-4_100515.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210738,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210738,,
PRJEB1220,SAMEA2042633,ERS199386,ERX185404,ERR210739,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210739/ERR210739.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210739/ERR210739.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-4_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-4_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210739,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210739,,
PRJEB1220,SAMEA2042633,ERS199386,ERX185405,ERR210740,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210740/ERR210740.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210740/ERR210740.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-4_100529.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC55-4_100529.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210740,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210740,,
PRJEB1220,SAMEA2042659,ERS199387,ERX185406,ERR210741,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210741/ERR210741.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210741/ERR210741.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC56-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC56-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210741,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210741,,
PRJEB1220,SAMEA2042659,ERS199387,ERX185407,ERR210742,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210742/ERR210742.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210742/ERR210742.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC56-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC56-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210742,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210742,,
PRJEB1220,SAMEA2042661,ERS199389,ERX185408,ERR210743,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210743/ERR210743.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210743/ERR210743.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC57-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC57-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210743,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210743,,
PRJEB1220,SAMEA2042661,ERS199389,ERX185409,ERR210744,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210744/ERR210744.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210744/ERR210744.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC57-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC57-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210744,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210744,,
PRJEB1220,SAMEA2042660,ERS199388,ERX185410,ERR210745,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210745/ERR210745.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210745/ERR210745.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC58-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC58-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210745,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210745,,
PRJEB1220,SAMEA2042660,ERS199388,ERX185411,ERR210746,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210746/ERR210746.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210746/ERR210746.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC58-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC58-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210746,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210746,,
PRJEB1220,SAMEA2042662,ERS199390,ERX185412,ERR210747,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210747/ERR210747.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210747/ERR210747.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC6-0_090104.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC6-0_090104.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210747,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210747,,
PRJEB1220,SAMEA2042662,ERS199390,ERX185413,ERR210748,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210748/ERR210748.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210748/ERR210748.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC6-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC6-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210748,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210748,,
PRJEB1220,SAMEA1967055,ERS199391,ERX185414,ERR210749,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210749/ERR210749.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210749/ERR210749.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC61-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC61-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210749,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210749,,
PRJEB1220,SAMEA1967055,ERS199391,ERX185415,ERR210750,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210750/ERR210750.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210750/ERR210750.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC61-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC61-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210750,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210750,,
PRJEB1220,SAMEA1972229,ERS199392,ERX185416,ERR210751,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210751/ERR210751.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210751/ERR210751.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC62-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC62-0_100518.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210751,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210751,,
PRJEB1220,SAMEA1972229,ERS199392,ERX185417,ERR210752,408170,human gut metagenome,Illumina HiSeq 2000,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210752/ERR210752.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210752/ERR210752.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC62-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC62-0_100527.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210752,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210752,,
PRJEB1220,SAMEA2042663,ERS199393,ERX185418,ERR210753,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210753/ERR210753.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210753/ERR210753.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC7-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC7-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210753,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210753,,
PRJEB1220,SAMEA2042663,ERS199393,ERX185419,ERR210754,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210754/ERR210754.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210754/ERR210754.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC7-0_090325.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC7-0_090325.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210754,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210754,,
PRJEB1220,SAMEA2042664,ERS199394,ERX185420,ERR210755,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210755/ERR210755.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210755/ERR210755.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC8-0_090110.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC8-0_090110.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210755,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210755,,
PRJEB1220,SAMEA2042664,ERS199394,ERX185421,ERR210756,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210756/ERR210756.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210756/ERR210756.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC8-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC8-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210756,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210756,,
PRJEB1220,SAMEA2042665,ERS199395,ERX185422,ERR210757,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210757/ERR210757.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210757/ERR210757.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC9-0_090110.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC9-0_090110.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210757,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210757,,
PRJEB1220,SAMEA2042665,ERS199395,ERX185423,ERR210758,408170,human gut metagenome,Illumina Genome Analyzer II,SINGLE,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210758/ERR210758.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR210/ERR210758/ERR210758.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC9-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA179/ERA179068/fastq/V1.UC9-0_090129.rmhost.single.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210758,ftp.sra.ebi.ac.uk/vol1/err/ERR210/ERR210758,,
PRJEB1786,SAMEA1906452,ERS235496,ERX234720,ERR260132,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260132/ERR260132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260132/ERR260132_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260132/ERR260132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260132/ERR260132_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_304_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_304_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_304_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_304_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260132,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260132,,
PRJEB1786,SAMEA1906536,ERS235497,ERX234721,ERR260133,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_305_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_305_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_305_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_305_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260133,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260133,,
PRJEB1786,SAMEA1906542,ERS235498,ERX234722,ERR260134,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260134/ERR260134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260134/ERR260134_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260134/ERR260134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260134/ERR260134_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_312_new_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_312_new_read_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_312_new_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_312_new_read_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260134,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260134,,
PRJEB1786,SAMEA1906527,ERS235499,ERX234723,ERR260135,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_317_new_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_317_new_read_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_317_new_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_317_new_read_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260135,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260135,,
PRJEB1786,SAMEA1906516,ERS235500,ERX234724,ERR260136,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_327_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_327_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_327_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_327_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260136,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260136,,
PRJEB1786,SAMEA1906573,ERS235501,ERX234725,ERR260137,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260137/ERR260137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260137/ERR260137_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260137/ERR260137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260137/ERR260137_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_330_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_330_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_330_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_330_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260137,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260137,,
PRJEB1786,SAMEA1906552,ERS235502,ERX234726,ERR260138,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260138/ERR260138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260138/ERR260138_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260138/ERR260138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260138/ERR260138_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_332_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_332_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_332_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_332_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260138,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260138,,
PRJEB1786,SAMEA1906465,ERS235503,ERX234727,ERR260139,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_334_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_334_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_334_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_334_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260139,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260139,,
PRJEB1786,SAMEA1906489,ERS235504,ERX234728,ERR260140,9606,Homo sapiens,Illumina HiSeq 2000,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_344_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_344_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_344_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA206/ERA206883/fastq/NG-5636_344_2_sequence.fastq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260140,ftp.sra.ebi.ac.uk/vol1/err/ERR260/ERR260140,,
